CA Comments: ,EMPortal number:,provider,address,website,contact-person,phone,email,Given Name,Family Name,country,Business Country Ref Code,Agent Type Ref Code,Agent User Id,PRISMS User Id,,,,,,,,,,,,,,,
,37314,AMS Bridge Blue ,"Level 4, 44 Nghia Do Street, Cau Giay District, Hanoi, Vietnam",amsbridgeblue.com/,Mr. Tim,(84) 2432 797 999,vietnam@bridgeblueglobal.com,AMS,,Vietnam,,,,,,,,,,,,,,,,,,,
,23439,ANPHAT INVESTMENT & CONSULTANCY JSC ," Room 704, Level 7, Akashi build
ing, No 10, plot 2A Le Hong Pho
ng street, Ngo 
Quyen district, Hai Phong city",www.aci.vn,Hoang Thi Mai,(84) 31 3757131,aic.haiphong@gmail.com,Anphat ,,Vietnam,,,,,,,,,,,,,,,,,,,
,1689,"Asia – Europe Co., Ltd.","52 Tran Huy Lieu, Ward 12, Phu Nhuan Dist. Ho Chi Minh City",duhocaau.vn   ,Mr. Van Khac Thong,(84 8) 38458867,management@aauco.com.vn,Asia Europe,,Vietnam,,,,,,,,,,,,,,,,,,,
,22802,AVENUE TO SUCCESS COMPANY LIMITED ,"M Floor, ITAXA Building, 126 Nguyễn Thị Minh Khai., District 3, HCMC",www.ats.org.vn,Ms. James Pham,(84)839 333 266,james.pham@ats.org.vn,ATS,,Vietnam,,,,,,,,,,,,,,,,,,,
,35789,"BLUE OCEAN DEVELOPMENT AND INVESTMENT, TRADING COMPANY LIMITED","No. 208, Xa Dan 2, Dong Da District, Hanoi",www.duhocblueocean.vn,Ms.Nguyen Thị Hong Nhung,(84) 435376854,info@duhocblueocean.vn,Blue Ocean,,Vietnam,,,,,,,,,,,,,,,,,,,
,40868,BlueSky Vietnam Company Limited,"A28 TT17- Van Quan Residence, Nguyen Khuyen Street, Ha Dong- Hanoi, Ha Noi 10000",www.becvn.com,Nguyen Thi Hai Thu,(84) 463291710,thu.nguyen@becvn.com,Blue Sky,,Vietnam,,,,,,,,,,,,,,,,,,,
,37298,CIEC- Centre for International Education Consultancy,"Vietnam International Education Development-Ministry of Education&Training (VIED-MoET), 21 Le Thanh Tong, Hoan Kiem, Ha Noi",www.ciec.vn,Ms. Jenny,(84)6689 3555,tuyetpham@ciec.vn,CIEC,,Vietnam,,,,,,,,,,,,,,,,,,,
,23300,CONNECT 360 JOINT STOCK COMPANY ,"Suite 902, 
L
evel
9, 20 Thuy Khue Street, Tay Ho District, Hanoi, Vietnam","www.360connect.
edu.vn",Mr. Andy,(84) 438471188,andy.nguyen@360connect.edu.vn,360 Connect,,Vietnam,,,,,,,,,,,,,,,,,,,
,35821,CRISOP EDUCATION CONSULTANCY ,"2102, 21st Fl
, CT1 Building, Van Khe, Ha Dong, Ha Noi",www.crisop.edu.vn,Ms. Nguyen Thieu Hoa,(84) 989 286 959,info@crisop.edu.vn,CRISOP,,Vietnam,,,,,,,,,,,,,,,,,,,
,40890,International Clever Education Consulting JSC (I Clever edu JSC) ,"Floor 5, 144 Doi Can, Ba Dinh, Hanoi, Vietnam",www.cleverlearnvietnam.vn,Ms. Vu Thi Hang,(84) 2432444427,Studyabroad@cleverlearnvietnam.vn,Clever Learn,,Vietnam,,,,,,,,,,,,,,,,,,,
,20004,(DOSCO) DAI DANG QUANG OVERSEAS STUDY COMPANY ,"185-187 Hoang Van Thu Street, Ward 8, District Phu Nhuan, Ho Chi Minh City",www.dosco.edu.vn,Mr. Thanh Nguyen Van ,(84) 02839971097,thanhdosco@bach-khoa.com.vn,Dosco,,Vietnam,,,,,,,,,,,,,,,,,,,
,42115,"G CONNECT CO., LTD.","6b Tu Xuong St., Dist. 3, HCM City, 700000, VIETNAM, District 3, Ho Chi Minh 700000",www.gconnect.edu.vn,Mr. Thanh Nguyen ,(84) 902 306 609,thanh.nguyen@gconnect.edu.vn,G Connect,,Vietnam,,,,,,,,,,,,,,,,,,,
,30866,GSE-BEO (GLOBAL EDUCATION SERVICES COMPANY LIMITED),"2nd Floor, Toserco Building, 273 Kim Ma, Ba Dinh, Hanoi",gse-beo.edu.vn,Ngo Quang Hung,(84) 4 3771 3561 ,harry.ngo@gse-beo.edu.vn,GSE,,Vietnam,,,,,,,,,,,,,,,,,,,
,30861,INDEC (TRI CUONG INVESTMENT AND EDUCATIONAL CONSULTANCY COMPANY LIMITED),"To Truong Minh Thu, INDEC Building, 474 Xa Dan Street, Dong Da District Hanoi",www.indec.vn,Mr. Nguyen Manh Cuong,(84)437327203,cuong.nguyen@indec.vn,INDEC,,Vietnam,,,,,,,,,,,,,,,,,,,
,42375,INEC (International Network Education Consultants) - Da Nang,"51L Nguyen Chí Thanh, Hai Chau District | Đa Nang City",duhocinec.com/,Ms. Eliza,(84) 934099983,huong@inec.vn,INEC,,Vietnam,,,,,,,,,,,,,,,,,,,
,18894,INEC (International Network Education Consultants) - HCMC,"138 Tran Nhan Ton - Ward 2 - District 10 - HCMC ,Vietnam",duhocinec.com/,Ms. Eliza,(84) 8 7309 1080 ,huong@inec.vn,INEC,,Vietnam,,,,,,,,,,,,,,,,,,,
,19782,ISC-UKEAS,"65 Quan Su, Hoan Kiem, Hanoi, Vietnam",www.ukeas.com/,Richard Jones,(84) 43-732-7203,Richard.jones@ukeas.com,UKEAS,,Vietnam,,,,,,,,,,,,,,,,,,,
,23329,NEW GOLDEN ROAD TRADING SERVICE COMPANY LIMITED,"37/15 Dang Minh Tru - Ward 10, Tan Binh District - Ho Chi Minh, Vietnam",www.newgoldenroad.com,Ms. Le Uyen Phuong,(84)909 416 959,linda@newgoldenroad.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,25961,"NEW WORLD STUDY ABROAD CONSULTING CO., LTD","12th Floor, Jabes Building 1, 244 Cong Quynh Street, District 1, Ho Chi Minh City, Vietnam",www.newworldedu.vn,Thi Cam Tien Nguyen,(84) 839252917,info@newworldedu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,38713,NHAT ANH EDUCATION AND TRAINING CONSULTANCY COMPANY ,"130 E Tran Huy Liew Street, Ward 15, Phu Nhuan District, Ho Chi Minh City, Vietnam",www.avi.edu.vn,Mr Tran Ngoc Thuan,(84)862988882,hcm@nhatanh.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,23110,Oceanian Travel and Oversea Study Co.ltd,"No.06 Hoa Phuong Street, Ward 02, Phu Nhuan District, Ho Chi Minh",duhocchaudaiduong.com,Mr. Tran Thile Oanh,(84) 932337799,duhocchaudaiduong@gmail.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,18519,"OEC GLOBAL EDUCATION CO., LTD ","Floor 4, 132-134 Dien Bien Phu St-Dakao Ward-District 1
Ho Chi Minh City",www.oecglobal.com.vn,Mr. Tran Du Khuong NGUYEN,(84) 838208921,tran@oecglobal.com.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,18242,"PHC EDU LINKS CO., LTD ","73 Dao Duy Anh, Ward 9, Phu
Nhuan, Ho Chi Minh, Vietnam",www.duhocphc.com,Ms. Hang,(84) 8 62648729,info@phcedulinks.com,PHC,,Vietnam,,,,,,,,,,,,,,,,,,,
,42233,PSC Progress Study Consultancy Pty Ltd,"Office 1: 107A-B Ngo Quyen, 11 Ward, District 5, Ho Chi Minh",www.pscedu.com,Ms. Hien Hoang ,(84) 932095786,hien.hoang@pscedu.com,PSC,,Vietnam,,,,,,,,,,,,,,,,,,,
,6050,"QUOC ANH IEC Co., Ltd","86 Suong Nguyet Anh Street, District 1, Ho Chi Minh",www.quocanh.edu.vn/,Mr. Tan,(84) 90 823 8898,tan.truong@quocanh.edu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,32199,"Sao Viet Consultancy and Translation Co.,Ltd","Level 3, CDS Building, No. 477 Minh Khai str., Hai Ba Trung district, Hanoi",www.vistar.edu.vn,Nguyen Thi Ha Hue,(84) 4 36369671 ,HN@Duhocsaoviet.edu.vn,VISTAR,,Vietnam,,,,,,,,,,,,,,,,,,,
,9028,SET Education - Ho Chi Minh,"115 Dang Dung, Tan Dinh Ward, District 1, HCMC. Ho Chi Minh City, Vietnam",www.set-edu.com,Tran Thi Diem Hang,(84) 938737765,info@set-edu.com,SET,,Vietnam,,,,,,,,,,,,,,,,,,,
,6354,SET Education - Hanoi ,"Level 6, Grand Building, 30-32 Hoa Ma St., Hai Ba Trung District, Ha Noi",www.set-edu.com,Tran Thi Diem Hang,(84) 4 2246 3153,info@set-edu.com,SET,,Vietnam,,,,,,,,,,,,,,,,,,,
,19903,"SUNRISE VIETNAM CO.,LTD ","86 Cua Bac Street, Quan Thanh Ward, Ba Dinh, Hanoi City, Vietnam",www.sunrisevietnam.com,Ms. Phuong Mai,(84) 437224898,info@sunrisevietnam.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,42154,THE STAND EDUCATION,"180 Bau Cat 4, Tan Binh, Ho Chi Minh 7000",N/A,Mr. Henry,(84) 9030 16163,Thestandedu.vn@gmail.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,18992,T&N SYDNEY INTERNATIONAL EDUCATION CONSULTANCY COMPANY LTD ,"Room 2.30, The Prince Residence Building, 17-19-21 Nguyen Van Troi, Ward 12, Phu Nhuan District, Ho Chi Minh City",tnss.vn/,Mr. Tuan Nguyen,(84) 938110057,tuannguyen@tnss.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,12600,TNT CONSULTING COMPANY LIMITED  ,"151/7 Nguyen Trai Street, District 5, Ho Chi Minh, 84, Vietnam",www.tntconsul.com.vn,Nguyen Huu Mac Nhiem,(84) 838367251,Nicole.hm.nguyen@tntconsul.com.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,17976,ASIA PACIFIC COMPANY LTD ,"19 Pham Huy Thong
-
Le Chan
-
Hai Phong",www.duhochaiphong.vn,Bui Thi Lan,(84)313637189,info@duhochaiphong.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,28693,"TRITIEN CONSULTING TRADING SERVICE CO., LTD","3rd Floor, Resco Tower, 94-96 Nguyen Du Street, Ben Nghe Ward,
District 1
Ho Chi Minh
",www.duhoctritien.com,Ms. Lan Tran,(84) 854456932,director@tritientrading.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,3107,"DUC ANH OVERSEAS STUDY ADVISORY & TRANSLATION CO., LTD","54-56 Tue Tinh St., Bui Thi Xuan Ward, Hai Ba Tung District, Hanoi, Vietnam",www.ducanh.edu.vn,Ms. Oanh,(84) 439716229,marketing@ducanh.edu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,10288,STUDY LINK COMPANY LIMITED,"219 Bis Nguyen thi Minh Khai Street
Dist 1, Ho Chi Minh City, Vietnam",www.studylink.org,Nguyen Hong Ha,(84)6731 8392,ha.nguyen@studylink.org,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,40862,Uni-Link Consultancy Joint Stock Company ,"No 16  NGO GIA TU STREET, QUANG TRUNG WARD, HA DONG DISTRICT, HANOI, VIETNAM",WWW.UNI-LINK.ORG.VN,Ms. Doan Minh Hue,(84) 24 3237 3243,Hue.doan@uni-link.org.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,24738,UNITED EDUCATION CORPORATION ,"21 Mai Thi Luu, Dakao
Ward, District 1, Ho Chi Minh City",www.unitededu.com.v,Ms. Minh Ngo,(84) 82839110102,info@duhocue.edu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,28655,"AKINA INTERNATIONAL STUDY ABROAD CO,. LTD.","39 Chuong Duong Street, Tran Phu Ward, Hai Duong City, Hai Duong Province",duhocakina.edu.vn/,Bui Thuy Quynh,(84)2203.848.288,akina.edu.vn@gmail.com,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,23681,AMV CONSULTANCY SERVICES TRADING COMPANY LIMITED ,"No. 111A (6th) IDD Building, Ly Chinh Thang St., Ward 7, Dist 3, Ho Chi Minh City Vietnam",www.amvstudy.edu.vn,Nguyen Thi Lan Anh - Natalie,"84984862722283, 84903405663",natalienguyen@amvstudy.edu.vn,AMV,,Vietnam,,,,,,,,,,,,,,,,,,,
,23625,VIP INTERNATIONAL TRADE AND CONSULTANCY COMPANY LTD,"No.18, Trung Yen 3 Street, Trung Hoa, Cau Giay, Hanoi
, Vietnam",www.duhocvip.com,LE VAN LAM,(84) 986784408,"duhocv
ip@gmail.com",VIP,,Vietnam,,,,,,,,,,,,,,,,,,,
,23048,WORLDLINK EDUCATION,"12A Phan Kế Bính
P.Đa Kao - Quận 1 - TP.HCM",worldlink.edu.vn,Lan Trinh,(84) 28 3910 2072,Lan_trinh@worldlink.edu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,26241,Megastudy JSC (Megastudy Study Abroad and International Training Joint Stock Company) ,"Tang 3, 25bis Nguyen Van Thu, Phuong Dakao, Quan 1, Ho Chí Minh",www.megastudy.edu.vn,"Han 
Thi 
Thu 
Phuon",(84) 8 39 111 215,phuonghtt@megastudy.e,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,7613,Worldwide Education,"25 Tran Thien Chanh, Ward 12, Dist. 10, HCMC, Vietnam",www.worldwide-edu.vn,Ms. Bui Thi Bich Hanh,(84) 3868 0955,hanh.bui@worldwide-edu.vn,N/A,,Vietnam,,,,,,,,,,,,,,,,,,,
,23120,"A.N.T STUDY ABROAD CONSULTANT CO.,LTD","Floor 4 (P1.0458 - P1.0459), The Prince Residence, No.: 17-19-21 Nguyen Van Troi St., Ward 12, Phu Nhuan District, Hochiminh City, VIETNAM
",www.antco.vn,Thuy Trang ,84-28 39 902 246,anthcm@hcm.vnn.vn,,,Vietnam,,,,,,,,,,,,,,,,,,,
,4372,IDP EDUCATION - Hanoi,"30 Trieu Viet Vuơng, Phuong Bui Thị Xuan, Quan Hai Ba Trung, Ha Noi, Hanoi City 100000",www.idp.com/vietnam/,Ngo Thu Ha,+84 4 39439739,ha.ngo@idp.com,IDP,,Vietnam,,,,,,,,,,,,,,,,,,,
,12599,IDP EDUCATION - Ho CHi Minh City,"36 Mac Dinh Chi, Da Kao, Quận 1, Ho Chí Minh 70000",www.idp.com/vietnam/,Lan Anh Phi,+84 839104205,lananh.thi@idp.com,IDP,,Vietnam,,,,,,,,,,,,,,,,,,,
,20474,IDP EDUCATION - Da Nang,"96 Le Toi, Thạch Thang, Q. Hai Chau, Da Nang",www.idp.com/vietnam/,Tram Tran,84 236 3889 828,tram.tran@idp.com,IDP,,Vietnam,,,,,,,,,,,,,,,,,,,
,20454,IDP EDUCATION - Ho Chi Minh - China Town,"223 Hung Vuong, Ward 9, District 5, HCMC",www.idp.com/vietnam/,Nam Tran,84 8 3835 0133,nam.tran@idp.com,IDP,,Vietnam,,,,,,,,,,,,,,,,,,,
